Loan_ID,Issue_Date,Loan_Amount,Interest_Rate,Term,Annual_Income,Employment_Length,Purpose,Loan_Status
CST429,12/7/2023,117547,23.89,36 months,83792,1-3 years,Credit Card,Current
CST430,9/15/2021,470298,9.39,36 months,99663,1-3 years,Debt Consolidation,Fully Paid
CST431,7/4/2018,391393,20.17,36 months,166324,3-5 years,Education,Current
CST432,11/19/2021,39754,21.02,36 months,109735,3-5 years,Vacation,Fully Paid
CST433,4/30/2019,231814,23.9,36 months,24565,10+ years,Vacation,Fully Paid
CST434,11/28/2022,242714,14,36 months,83283,5-10 years,Debt Consolidation,Current
CST435,1/2/2020,147483,21.8,36 months,125555,10+ years,Education,Fully Paid
CST436,4/14/2021,138983,23.26,36 months,145973,3-5 years,Education,Charged Off
CST437,5/30/2015,465486,9.53,60 months,118053,3-5 years,Education,Charged Off
CST438,5/31/2015,219835,14.89,60 months,27835,1-3 years,Credit Card,Current
CST439,4/4/2017,406896,7.55,36 months,48091,< 1 year,Small Business,Fully Paid
CST440,6/27/2023,89896,17.36,36 months,113146,3-5 years,Car Loan,Fully Paid
CST441,11/1/2020,482095,16.67,60 months,69180,3-5 years,Car Loan,Fully Paid
CST442,11/9/2022,76295,10.07,36 months,60505,3-5 years,Home Improvement,Fully Paid
CST443,4/26/2020,224686,20.46,60 months,158839,5-10 years,Vacation,Charged Off
CST444,8/12/2019,367833,7.15,36 months,124606,1-3 years,Education,Fully Paid
CST445,6/1/2021,278255,20.61,60 months,165929,10+ years,Vacation,Current
CST446,1/10/2015,304648,6.97,36 months,114486,1-3 years,Medical,Charged Off
CST447,9/11/2020,137874,17.99,60 months,190549,5-10 years,Medical,Fully Paid
CST448,10/11/2023,13155,7.88,36 months,198684,3-5 years,Medical,Charged Off
CST449,4/23/2019,471872,10.9,36 months,96843,3-5 years,Education,Fully Paid
CST450,11/30/2017,306528,19.13,60 months,66148,3-5 years,Debt Consolidation,Fully Paid
CST451,12/27/2015,379705,11.41,36 months,73429,1-3 years,Vacation,Fully Paid
CST452,3/21/2021,52254,15.45,36 months,58188,1-3 years,Debt Consolidation,Charged Off
CST453,6/13/2016,289062,22.52,60 months,76350,1-3 years,Home Improvement,Fully Paid
CST454,12/12/2015,90981,7.37,36 months,32615,1-3 years,Vacation,Fully Paid
CST455,12/28/2015,458929,20.69,36 months,79217,< 1 year,Home Improvement,Current
CST456,4/29/2023,35306,7.64,36 months,26276,< 1 year,Home Improvement,Current
CST457,8/19/2020,152718,8.72,36 months,111067,3-5 years,Education,Current
CST458,12/25/2018,313987,8.59,36 months,174907,< 1 year,Medical,Fully Paid
CST459,9/23/2022,125975,23.9,36 months,89505,10+ years,Car Loan,Fully Paid
CST460,3/31/2022,363745,9.65,60 months,167585,10+ years,Credit Card,Current
CST461,4/28/2019,488951,22.19,60 months,23877,5-10 years,Medical,Fully Paid
CST462,1/27/2019,112512,23.84,36 months,186278,10+ years,Home Improvement,Fully Paid
CST463,8/6/2022,152443,13.22,36 months,171761,10+ years,Home Improvement,Fully Paid
CST464,6/23/2020,475587,17.54,36 months,95225,1-3 years,Credit Card,Fully Paid
CST465,11/23/2018,378616,20.13,36 months,108379,3-5 years,Small Business,Fully Paid
CST466,3/28/2015,138121,13.37,36 months,153606,10+ years,Car Loan,Fully Paid
CST467,7/26/2017,167688,9.33,60 months,107811,3-5 years,Credit Card,Charged Off
CST468,8/19/2023,370871,14.09,60 months,47489,5-10 years,Small Business,Fully Paid
CST469,9/5/2022,380037,20.01,36 months,96272,10+ years,Debt Consolidation,Charged Off
CST470,6/14/2015,288076,20.16,36 months,143150,10+ years,Small Business,Charged Off
CST471,1/18/2020,122796,10.53,36 months,180597,3-5 years,Car Loan,Fully Paid
CST472,3/17/2021,296999,9.56,36 months,66639,10+ years,Debt Consolidation,Fully Paid
CST473,10/14/2021,197506,22.61,36 months,45432,10+ years,Debt Consolidation,Current
CST474,1/11/2020,470910,7.27,36 months,133171,10+ years,Vacation,Current
CST475,11/30/2021,179088,19.36,36 months,88686,1-3 years,Car Loan,Charged Off
CST476,8/17/2018,274544,7.31,36 months,181134,3-5 years,Home Improvement,Current
CST477,3/14/2019,385002,21.16,36 months,90573,3-5 years,Debt Consolidation,Charged Off
CST478,8/29/2019,178714,22.34,60 months,16019,< 1 year,Education,Current
CST479,9/2/2016,20151,11.7,60 months,197598,1-3 years,Vacation,Current
CST480,5/11/2023,449623,7.79,60 months,21756,< 1 year,Medical,Fully Paid
CST481,10/26/2022,71690,14.91,60 months,122484,5-10 years,Vacation,Current
CST482,1/5/2018,9499,11.72,60 months,137514,10+ years,Credit Card,Fully Paid
CST483,9/17/2021,11295,13.8,60 months,68806,1-3 years,Small Business,Fully Paid
CST484,3/3/2017,388029,18.14,60 months,129717,10+ years,Debt Consolidation,Fully Paid
CST485,10/19/2019,393215,10.17,36 months,114432,10+ years,Medical,Fully Paid
CST486,4/18/2017,326184,12.75,36 months,188362,3-5 years,Small Business,Fully Paid
CST487,3/30/2017,279327,20.19,36 months,86620,1-3 years,Medical,Current
CST488,4/9/2016,427515,17.77,36 months,37639,10+ years,Credit Card,Current
CST489,10/7/2016,148946,12.21,36 months,144556,10+ years,Debt Consolidation,Fully Paid
CST490,3/28/2016,383480,18.13,60 months,133545,10+ years,Small Business,Fully Paid
CST491,6/27/2019,37711,19.89,36 months,47306,< 1 year,Vacation,Charged Off
CST492,10/10/2018,272683,16.87,60 months,194451,< 1 year,Debt Consolidation,Fully Paid
CST493,3/14/2020,189423,10.69,60 months,98147,3-5 years,Medical,Charged Off
CST494,5/16/2022,459483,6.5,36 months,125169,5-10 years,Debt Consolidation,Fully Paid
CST495,3/29/2021,184426,20.55,36 months,182587,3-5 years,Vacation,Fully Paid
CST496,1/14/2023,393207,20.9,60 months,154603,3-5 years,Small Business,Fully Paid
CST497,4/15/2020,138629,18.71,36 months,125542,5-10 years,Small Business,Charged Off
CST498,9/10/2015,305504,7.84,36 months,64721,5-10 years,Car Loan,Fully Paid
CST499,12/12/2016,218090,16.74,36 months,17560,3-5 years,Small Business,Fully Paid
CST500,2/16/2022,138272,20.87,36 months,127877,< 1 year,Small Business,Fully Paid
CST501,7/27/2022,248548,13.32,60 months,164964,10+ years,Medical,Fully Paid
CST502,1/20/2015,466713,9.97,60 months,99440,3-5 years,Vacation,Fully Paid
CST503,4/17/2021,183047,16.78,36 months,148552,1-3 years,Car Loan,Fully Paid
CST504,1/24/2023,288501,20.96,36 months,197170,1-3 years,Medical,Current
CST505,3/9/2021,124121,7.36,36 months,121353,5-10 years,Vacation,Fully Paid
CST506,5/17/2018,82505,16.95,36 months,191336,< 1 year,Debt Consolidation,Fully Paid
CST507,5/3/2015,7869,17.76,36 months,145231,5-10 years,Credit Card,Fully Paid
CST508,10/1/2023,262186,17.04,60 months,163725,10+ years,Debt Consolidation,Fully Paid
CST509,3/15/2016,459351,17.88,36 months,140678,5-10 years,Education,Charged Off
CST510,9/14/2021,317252,17.55,60 months,49789,5-10 years,Credit Card,Current
CST511,10/1/2018,117296,8.78,60 months,34132,5-10 years,Medical,Fully Paid
CST512,1/2/2016,99179,10.61,60 months,60483,5-10 years,Small Business,Fully Paid
CST513,2/6/2015,95272,17.33,60 months,104835,3-5 years,Home Improvement,Fully Paid
CST514,11/24/2021,43467,6.81,36 months,117508,5-10 years,Small Business,Fully Paid
CST515,3/7/2021,290472,17.61,60 months,64803,1-3 years,Vacation,Fully Paid
CST516,12/9/2015,358556,18.14,36 months,32857,5-10 years,Debt Consolidation,Fully Paid
CST517,10/18/2023,485047,10.69,36 months,96967,1-3 years,Medical,Fully Paid
CST518,2/27/2015,140059,16.97,60 months,140889,10+ years,Car Loan,Current
CST519,7/26/2017,63871,15.85,60 months,174871,10+ years,Vacation,Fully Paid
CST520,9/4/2018,420615,11.06,36 months,45834,5-10 years,Car Loan,Fully Paid
CST521,6/24/2022,133391,14.6,36 months,77994,3-5 years,Small Business,Fully Paid
CST522,4/15/2015,444430,22.42,60 months,145535,3-5 years,Credit Card,Fully Paid
CST523,7/4/2015,497738,13.97,60 months,53069,10+ years,Debt Consolidation,Fully Paid
CST524,10/5/2020,91416,17.52,36 months,31931,< 1 year,Vacation,Fully Paid
CST525,3/7/2017,337415,7.12,60 months,174469,3-5 years,Medical,Fully Paid
CST526,8/1/2019,311208,7.86,60 months,126173,1-3 years,Credit Card,Fully Paid
CST527,3/28/2020,261687,7.92,36 months,174493,1-3 years,Education,Fully Paid
CST528,10/28/2017,206163,20.12,60 months,150157,3-5 years,Small Business,Current
CST529,9/14/2018,112450,12.63,60 months,22850,5-10 years,Car Loan,Fully Paid
CST530,7/10/2019,176890,10.48,60 months,185881,5-10 years,Home Improvement,Fully Paid
CST531,1/18/2019,443741,19.58,36 months,180093,5-10 years,Vacation,Fully Paid
CST532,10/1/2020,286974,9.47,60 months,157392,5-10 years,Home Improvement,Current
CST533,11/13/2023,415645,10.81,36 months,168639,1-3 years,Debt Consolidation,Current
CST534,6/20/2021,405109,14.04,60 months,27364,1-3 years,Debt Consolidation,Fully Paid
CST535,8/7/2015,121381,12.3,36 months,183149,1-3 years,Vacation,Current
CST536,11/14/2018,478125,16.74,36 months,182930,1-3 years,Car Loan,Late
CST537,1/30/2020,52333,12.41,60 months,193572,3-5 years,Debt Consolidation,Current
CST538,7/24/2017,139508,13.38,36 months,187877,10+ years,Debt Consolidation,Fully Paid
CST539,7/7/2021,210362,21.6,36 months,137295,5-10 years,Small Business,Fully Paid
CST540,4/9/2018,343357,21.98,60 months,107457,3-5 years,Education,Charged Off
CST541,8/20/2017,404111,20.98,36 months,55245,1-3 years,Home Improvement,Late
CST542,4/14/2021,155810,21.63,36 months,180328,< 1 year,Medical,Fully Paid
CST543,4/27/2020,297890,16.47,60 months,179819,5-10 years,Vacation,Fully Paid
CST544,8/11/2017,54377,17.81,60 months,40602,< 1 year,Vacation,Fully Paid
CST545,2/8/2017,446620,16.25,36 months,138497,1-3 years,Home Improvement,Current
CST546,5/17/2022,321189,20.25,36 months,196786,10+ years,Education,Current
CST547,8/11/2023,365032,16.14,36 months,60252,1-3 years,Car Loan,Charged Off
CST548,5/29/2021,438006,8.44,36 months,149836,5-10 years,Credit Card,Current
CST549,4/6/2023,374599,20.67,36 months,106674,3-5 years,Home Improvement,Fully Paid
CST550,1/20/2018,141672,19.81,36 months,145724,3-5 years,Home Improvement,Fully Paid
CST551,3/12/2021,230732,20.86,36 months,100623,< 1 year,Car Loan,Current
CST552,1/26/2023,360323,9.83,60 months,145648,3-5 years,Car Loan,Fully Paid
CST553,9/25/2016,176836,11.25,60 months,37917,5-10 years,Car Loan,Fully Paid
CST554,3/11/2018,210615,11.68,36 months,149977,3-5 years,Credit Card,Fully Paid
CST555,10/3/2020,50714,15.39,60 months,31356,3-5 years,Debt Consolidation,Late
CST556,6/24/2018,455051,8.84,36 months,179007,3-5 years,Debt Consolidation,Fully Paid
CST557,11/18/2021,107946,13.24,36 months,47078,1-3 years,Credit Card,Fully Paid
CST558,8/27/2019,376760,9.69,60 months,183956,1-3 years,Debt Consolidation,Fully Paid
CST559,1/2/2016,110983,11.13,60 months,15841,3-5 years,Small Business,Charged Off
CST560,11/10/2015,471960,18.86,36 months,197997,5-10 years,Vacation,Fully Paid
CST561,5/15/2023,192563,21.46,60 months,112225,5-10 years,Credit Card,Fully Paid
CST562,2/11/2015,129123,6.9,60 months,155978,3-5 years,Medical,Fully Paid
CST563,5/31/2018,416805,16.4,36 months,188603,3-5 years,Credit Card,Charged Off
CST564,2/15/2018,310628,7.13,36 months,154549,10+ years,Medical,Fully Paid
CST565,10/14/2023,87989,7.99,36 months,126873,3-5 years,Debt Consolidation,Fully Paid
CST566,9/20/2016,303356,18.84,60 months,23033,1-3 years,Education,Current
CST567,4/19/2017,310669,19.37,36 months,26547,3-5 years,Small Business,Fully Paid
CST568,4/9/2022,183274,20.74,36 months,86227,3-5 years,Small Business,Current
CST569,10/16/2022,168707,14.8,60 months,52810,1-3 years,Small Business,Current
CST570,3/16/2015,330352,21.55,36 months,52360,1-3 years,Car Loan,Current
CST571,11/28/2022,300972,9.42,36 months,41900,1-3 years,Car Loan,Charged Off
CST572,8/16/2016,416927,10.87,60 months,34564,3-5 years,Vacation,Current
CST573,2/21/2020,270564,8.85,36 months,198376,3-5 years,Small Business,Charged Off
CST574,2/18/2019,363896,20.46,36 months,148715,10+ years,Small Business,Current
CST575,7/2/2022,136373,10.5,36 months,31053,1-3 years,Medical,Fully Paid
CST576,11/2/2022,443452,9.22,60 months,66295,5-10 years,Small Business,Fully Paid
CST577,9/19/2022,120294,17.4,60 months,128255,3-5 years,Home Improvement,Fully Paid
CST578,11/9/2017,464451,7.85,60 months,162016,< 1 year,Car Loan,Fully Paid
CST579,7/11/2021,452456,7.29,60 months,184904,1-3 years,Debt Consolidation,Charged Off
CST580,12/5/2019,129019,8.37,36 months,35738,1-3 years,Vacation,Fully Paid
CST581,2/21/2017,70726,6.5,60 months,25720,1-3 years,Home Improvement,Fully Paid
CST582,6/6/2016,146564,18.7,36 months,61963,1-3 years,Debt Consolidation,Fully Paid
CST583,5/4/2015,382812,16.34,60 months,96707,5-10 years,Car Loan,Current
CST584,1/8/2016,499495,10.17,36 months,199998,10+ years,Credit Card,Fully Paid
CST585,9/26/2016,273246,10.58,60 months,180877,1-3 years,Home Improvement,Current
CST586,5/18/2018,186408,20.69,60 months,113495,5-10 years,Education,Current
CST587,2/22/2020,123015,15.28,36 months,189707,< 1 year,Debt Consolidation,Late
CST588,11/29/2020,221386,18.72,60 months,81787,< 1 year,Medical,Fully Paid
CST589,4/30/2023,259079,14.42,36 months,162398,3-5 years,Debt Consolidation,Fully Paid
CST590,7/19/2018,31641,10.66,36 months,82627,1-3 years,Credit Card,Fully Paid
CST591,6/13/2017,170656,23.48,60 months,182707,1-3 years,Home Improvement,Fully Paid
CST592,6/17/2015,168817,16.4,36 months,181990,1-3 years,Small Business,Fully Paid
CST593,8/31/2018,421309,8.79,60 months,15817,5-10 years,Medical,Charged Off
CST594,4/8/2019,464321,13.61,36 months,116213,1-3 years,Home Improvement,Fully Paid
CST595,12/13/2016,370890,12.26,36 months,184370,1-3 years,Credit Card,Fully Paid
CST596,2/10/2022,498415,10.25,60 months,46490,5-10 years,Home Improvement,Fully Paid
CST597,9/14/2017,450101,22.84,36 months,194529,5-10 years,Car Loan,Fully Paid
CST598,12/29/2021,41631,21.92,36 months,104936,< 1 year,Medical,Charged Off
CST599,12/5/2016,247289,9.99,60 months,183636,3-5 years,Credit Card,Late
CST600,1/13/2016,77991,12.66,60 months,83821,3-5 years,Small Business,Charged Off
CST601,11/3/2019,9014,19.84,60 months,188328,10+ years,Medical,Fully Paid
CST602,3/25/2020,278237,10.15,36 months,80464,5-10 years,Credit Card,Fully Paid
CST603,9/19/2023,23070,16.85,60 months,72308,1-3 years,Education,Charged Off
CST604,8/5/2018,302921,18.75,60 months,92740,1-3 years,Credit Card,Current
CST605,1/17/2016,61958,17.94,36 months,17595,5-10 years,Vacation,Fully Paid
CST606,12/15/2016,87074,18.86,60 months,133807,5-10 years,Education,Fully Paid
CST607,12/28/2023,15729,18.87,36 months,172953,< 1 year,Car Loan,Fully Paid
CST608,5/21/2018,235785,23.38,36 months,88573,5-10 years,Medical,Charged Off
CST609,7/15/2015,181089,12.56,36 months,119111,5-10 years,Credit Card,Fully Paid
CST610,3/11/2019,202392,21.88,36 months,150243,1-3 years,Credit Card,Fully Paid
CST611,10/9/2015,163823,6.88,36 months,83563,1-3 years,Vacation,Fully Paid
CST612,7/3/2015,110864,11.54,36 months,16256,1-3 years,Small Business,Charged Off
CST613,10/20/2017,398002,7.35,36 months,41088,3-5 years,Home Improvement,Fully Paid
CST614,12/11/2017,214141,17.9,36 months,128716,3-5 years,Credit Card,Fully Paid
CST615,12/22/2020,372654,8.26,36 months,133642,< 1 year,Home Improvement,Fully Paid
CST616,5/8/2016,59748,21.3,36 months,178137,10+ years,Education,Fully Paid
CST617,5/25/2015,10801,17.82,60 months,147005,1-3 years,Credit Card,Fully Paid
CST618,12/15/2018,155262,7,36 months,102197,1-3 years,Car Loan,Fully Paid
CST619,8/31/2020,447905,19.01,60 months,28784,3-5 years,Car Loan,Late
CST620,8/23/2016,240362,21.59,36 months,24636,5-10 years,Small Business,Fully Paid
CST621,12/18/2019,449209,18.07,36 months,154613,5-10 years,Medical,Fully Paid
CST622,5/3/2015,34592,7.03,36 months,35297,1-3 years,Medical,Fully Paid
CST623,12/22/2023,277791,21.51,60 months,161435,5-10 years,Debt Consolidation,Charged Off
CST624,9/14/2017,144788,19.32,60 months,106925,5-10 years,Home Improvement,Current
CST625,7/22/2021,224963,13.12,36 months,150498,< 1 year,Education,Charged Off
CST626,2/3/2020,485761,12.25,36 months,110357,1-3 years,Credit Card,Fully Paid
CST627,10/23/2017,253710,14.9,60 months,132897,3-5 years,Home Improvement,Current
CST628,6/26/2022,225984,21.67,36 months,69814,1-3 years,Credit Card,Charged Off
CST629,5/11/2022,377771,10.91,60 months,171025,10+ years,Home Improvement,Fully Paid
CST630,10/12/2018,337460,8.27,60 months,23146,10+ years,Small Business,Fully Paid
CST631,10/15/2021,263067,21.63,60 months,144390,10+ years,Home Improvement,Fully Paid
CST632,11/28/2016,269512,6.96,36 months,160338,5-10 years,Education,Late
CST633,9/10/2023,82575,22.44,36 months,155929,10+ years,Car Loan,Fully Paid
CST634,4/28/2017,273799,11.85,60 months,81302,5-10 years,Small Business,Fully Paid
CST635,5/17/2023,242549,15.39,36 months,103448,< 1 year,Debt Consolidation,Fully Paid
CST636,3/20/2020,75031,8.82,36 months,144907,10+ years,Small Business,Current
CST637,7/19/2023,474645,22.29,60 months,110462,1-3 years,Education,Fully Paid
CST638,2/2/2016,489299,19.62,36 months,48204,5-10 years,Credit Card,Fully Paid
CST639,7/17/2023,92922,22.67,60 months,24755,< 1 year,Home Improvement,Fully Paid
CST640,7/1/2020,453982,18.46,60 months,21022,5-10 years,Debt Consolidation,Fully Paid
CST641,9/4/2022,129046,9.73,36 months,111763,10+ years,Vacation,Current
CST642,8/6/2023,411619,11.89,36 months,147030,1-3 years,Credit Card,Charged Off
CST643,4/2/2015,37097,15.02,36 months,28165,1-3 years,Debt Consolidation,Fully Paid
CST644,11/23/2021,476873,17.13,36 months,39039,5-10 years,Credit Card,Fully Paid
CST645,11/11/2023,147038,22.71,36 months,57344,3-5 years,Medical,Fully Paid
CST646,3/27/2019,129862,13.22,36 months,97975,3-5 years,Car Loan,Fully Paid
CST647,9/22/2023,235229,18.8,36 months,29230,3-5 years,Credit Card,Charged Off
CST648,4/6/2019,123834,23.32,36 months,133282,1-3 years,Vacation,Fully Paid
CST649,3/26/2015,98848,9.17,60 months,68983,5-10 years,Home Improvement,Current
CST650,8/15/2023,57921,21.6,60 months,91086,5-10 years,Home Improvement,Fully Paid
CST651,1/8/2019,185798,13.86,36 months,68489,5-10 years,Medical,Fully Paid
CST652,9/14/2017,131141,19.32,60 months,44207,1-3 years,Debt Consolidation,Fully Paid
CST653,4/28/2015,186372,11.64,36 months,19152,5-10 years,Credit Card,Current
CST654,4/21/2016,289821,12.34,36 months,180986,10+ years,Debt Consolidation,Fully Paid
CST655,10/11/2018,60609,6.97,60 months,193749,3-5 years,Vacation,Late
CST656,6/13/2021,232897,23.5,36 months,56812,< 1 year,Vacation,Late
CST657,3/1/2020,454877,20.74,36 months,144235,3-5 years,Car Loan,Fully Paid
CST658,7/25/2021,36024,8.14,36 months,122613,1-3 years,Vacation,Fully Paid
CST659,7/10/2018,75313,23.99,36 months,48621,3-5 years,Home Improvement,Fully Paid
CST660,10/8/2015,394957,17.09,36 months,181341,3-5 years,Credit Card,Current
CST661,12/23/2017,189078,21.44,36 months,38244,1-3 years,Credit Card,Fully Paid
CST662,8/24/2018,362429,7.67,36 months,123601,3-5 years,Credit Card,Fully Paid
CST663,4/23/2019,413554,13.32,36 months,87587,3-5 years,Credit Card,Fully Paid
CST664,5/20/2018,466243,18.22,36 months,117086,10+ years,Small Business,Current
CST665,3/30/2018,490988,8.36,36 months,19587,1-3 years,Credit Card,Fully Paid
CST666,8/25/2016,118632,15.06,60 months,152476,3-5 years,Medical,Current
CST667,1/28/2023,478351,14.25,36 months,108633,3-5 years,Credit Card,Fully Paid
CST668,4/2/2021,417724,10.28,60 months,30050,< 1 year,Debt Consolidation,Fully Paid
